seed,optimizer,batch,init,lr,weight_error,dist_to_star
4,AdaGrad,mini-batch,sparse,0.1,0.028919223177299447,0.007666579129668664
4,AdaGrad,SGD,random,0.1,0.10781420119184242,0.11744678044999961
4,AdaGrad,SGD,zero,0.1,0.04599117055459485,0.01994478579359099
4,AdaGrad,SGD,sparse,0.1,0.05493885763496239,0.05954860501120943
4,RMSProp,full,random,0.1,0.10470541855274093,0.09999999086956365
4,RMSProp,full,zero,0.1,0.10470541855274093,0.09999999086956365
4,RMSProp,full,sparse,0.1,0.10470541855274093,0.09999999086956365
4,RMSProp,mini-batch,random,0.1,0.11601961968917876,0.10541570740552252
4,RMSProp,mini-batch,zero,0.1,0.1160196196891787,0.10541570740552245
4,RMSProp,mini-batch,sparse,0.1,0.11601961968917854,0.1054157074055223
4,RMSProp,SGD,random,0.1,0.131627124605281,0.1389965124964062
4,RMSProp,SGD,zero,0.1,0.16162327826043893,0.1591092357159945
4,RMSProp,SGD,sparse,0.1,0.11861915779859923,0.13043258907234728
4,Adam,full,random,0.1,0.027136650383521997,1.4957139510615702e-15
4,Adam,full,zero,0.1,0.027136650383521956,1.4977727461875691e-15
4,Adam,full,sparse,0.1,0.027132062232528245,1.6564835535504245e-05
4,Adam,mini-batch,random,0.1,0.036604380042147625,0.01980554267022358
4,Adam,mini-batch,zero,0.1,0.047360634583380606,0.029822822893095673
4,Adam,mini-batch,sparse,0.1,0.07160878149514104,0.052272015745389214
4,Adam,SGD,random,0.1,0.2498823113315922,0.24124607058964617
4,Adam,SGD,zero,0.1,0.2903480400532221,0.2820813126460628
4,Adam,SGD,sparse,0.1,0.15875292205415523,0.14942178305625356
5,GD,full,random,0.01,0.31768625219809327,0.3151017159178355
5,GD,full,zero,0.01,0.06091262661172867,0.06378295986406701
5,GD,full,sparse,0.01,0.4552549559634697,0.45528090718735303
5,GD,mini-batch,random,0.01,0.3105473092361694,0.3079514716051662
5,GD,mini-batch,zero,0.01,0.06257366819339341,0.06529870206408485
5,GD,mini-batch,sparse,0.01,0.4505498258462272,0.4506214866045315
5,GD,SGD,random,0.01,0.3099793736950903,0.3069410508424087
5,GD,SGD,zero,0.01,0.05241301994157203,0.05329312392699713
5,GD,SGD,sparse,0.01,0.460285496530983,0.46025686740046634
5,AdaGrad,full,random,0.01,1.7399716095225366,1.7351509499395423
5,AdaGrad,full,zero,0.01,0.24364948002742765,0.24693357988297882
5,AdaGrad,full,sparse,0.01,1.8399300024897192,1.8398910868713418
5,AdaGrad,mini-batch,random,0.01,1.75346525780921,1.7486217120224865
5,AdaGrad,mini-batch,zero,0.01,0.24516827260890836,0.24850922398910077
5,AdaGrad,mini-batch,sparse,0.01,1.8685121058944554,1.86856827278077
5,AdaGrad,SGD,random,0.01,1.870284381935838,1.8653149219272298
5,AdaGrad,SGD,zero,0.01,0.2766710244188525,0.2802257945951274
5,AdaGrad,SGD,sparse,0.01,2.0104968425491645,2.010475413985178
5,RMSProp,full,random,0.01,0.015505007180649169,0.009999990794600818
5,RMSProp,full,zero,0.01,0.015505007180649174,0.009999990794600818
5,RMSProp,full,sparse,0.01,0.006719243528667407,0.00999999079460172
